Tempo(s),Fila,E[N],E[W]
16300,15,18.673422,184.470773
16310,15,18.671170,184.449899
16320,18,18.669629,184.213026
16330,17,18.668918,184.318886
16340,18,18.668375,184.203652
16350,17,18.667620,184.308933
16360,13,18.665145,184.285919
16370,11,18.661043,184.135791
16380,10,18.656351,184.201949
16390,9,18.651048,184.262009
16400,8,18.645108,184.204686
16410,9,18.639048,184.035369
16420,8,18.632957,184.087341
16430,8,18.626459,184.024490
16440,6,18.619145,184.064191
16450,3,18.610992,183.984865
16460,3,18.601420,183.891514
16470,2,18.592003,183.799697
16480,2,18.581682,183.698928
16490,1,18.571715,183.601667
16500,4,18.561960,183.286859
16510,5,18.553613,183.096319
16520,4,18.545211,183.014865
16530,4,18.535681,182.813135
16540,2,18.526727,182.726337
16550,3,18.517141,182.633300
16560,3,18.507770,182.651179
16570,6,18.499274,182.351556
16580,7,18.492263,182.284024
16590,7,18.485170,182.107465
16600,8,18.478770,182.046043
16610,7,18.472224,182.091184
16620,6,18.465047,182.130018
16630,6,18.457551,182.165626
16640,5,18.450515,181.881852
16650,6,18.442663,181.698428
16660,10,18.436156,181.314265
16670,11,18.431311,181.268413
16680,10,18.426537,181.223256
16690,10,18.421582,181.176317
16700,10,18.416718,181.130264
16710,10,18.411474,181.080479
16720,11,18.406699,181.035301
16730,11,18.402272,181.100006
16740,13,18.398357,180.956818
16750,16,18.396167,180.724805
16760,13,18.394169,180.813067
16770,12,18.390631,180.886152
16780,12,18.386593,180.742257
16790,11,18.382327,180.808006
16800,7,18.376258,180.750081
16810,6,18.369128,180.787500
16820,6,18.361473,180.713856
16830,5,18.353865,180.535091
16840,4,18.345726,180.562261
16850,4,18.337212,180.585640
16860,5,18.329095,180.507331
16870,5,18.321318,180.327096
16880,5,18.313427,180.356268
16890,3,18.304747,180.377578
16900,6,18.296840,179.986381
16910,7,18.289632,179.917206
16920,7,18.282465,179.848432
16930,8,18.275989,179.682055
16940,9,18.270344,179.524150
16950,9,18.265210,179.475545
16960,6,18.258532,179.515769
16970,3,18.250758,179.545142
16980,2,18.241738,179.562155
16990,2,18.232179,179.573749
17000,0,18.222128,179.580390
17010,0,18.211415,179.580390
17020,1,18.200887,179.374118
17030,0,18.190310,179.375210
17040,0,18.179635,179.375210
17050,1,18.169110,179.169071
17060,2,18.159392,179.074697
17070,1,18.149428,179.081355
17080,3,18.140098,178.887344
17090,4,18.131453,178.700421
17100,3,18.123073,178.722347
17110,4,18.114389,178.638153
17120,2,18.105814,178.452233
17130,2,18.096256,178.359531
17140,3,18.087277,178.170076
17150,3,18.078480,178.187318
17160,3,18.069807,178.103323
17170,2,18.060501,178.013089
17180,1,18.050962,178.022690
17190,2,18.041360,177.827398
17200,0,18.031652,177.835099
17210,0,18.021484,177.736241
17220,0,18.011194,177.636173
17230,0,18.000876,177.535826
17240,2,17.990574,177.334185
17250,2,17.980915,177.240449
17260,2,17.971744,177.151518
17270,3,17.962818,177.064990
17280,2,17.953689,177.077479
17290,2,17.944462,177.088894
17300,0,17.934517,177.093123
17310,2,17.924923,176.898755
17320,1,17.915201,176.602889
17330,1,17.905440,176.608580
17340,0,17.895530,176.612687
17350,2,17.885722,176.416867
17360,0,17.875855,176.421174
17370,0,17.865564,176.421174
17380,0,17.855284,176.421174
17390,2,17.845380,176.224390
17400,4,17.837172,176.044697
17410,3,17.829123,176.066385
17420,1,17.820347,175.980975
17430,0,17.810579,175.985481
17440,0,17.800366,175.985481
17450,1,17.790431,175.888400
17460,2,17.780875,175.795062
17470,2,17.771731,175.705796
17480,2,17.761973,175.511191
17490,3,17.753156,175.425257
17500,4,17.745260,175.348421
17510,4,17.737175,175.269716
17520,4,17.729445,175.194513
17530,4,17.721613,175.217073
17540,5,17.714257,175.046801
17550,4,17.706689,175.071769
17560,4,17.699357,175.000403
17570,5,17.691936,174.928148
17580,8,17.685454,174.668695
17590,7,17.679732,174.711510
17600,8,17.673943,174.655475
17610,9,17.668897,174.606775
17620,8,17.663772,174.557296
17630,9,17.658699,174.508333
17640,10,17.653814,174.461224
17650,9,17.649330,174.515780
17660,10,17.644941,174.375859
17670,12,17.641204,174.242632
17680,10,17.637341,174.303073
17690,10,17.633345,174.264730
17700,12,17.629824,174.133861
17710,13,17.627199,174.109143
17720,13,17.624564,174.084325
17730,14,17.622029,173.866759
17740,14,17.619987,173.944666
17750,17,17.618740,173.740354
17760,18,17.618478,173.642716
17770,20,17.619319,173.556154
17780,19,17.620632,173.666765
17790,20,17.621833,173.680002
17800,19,17.622855,173.787712
17810,19,17.623422,173.698479
17820,20,17.624743,173.712903
17830,21,17.626494,173.731554
17840,20,17.628270,173.750462
17850,21,17.629994,173.672950
17860,19,17.631093,173.781085
17870,21,17.632600,173.701521
17880,20,17.634502,173.721710
17890,20,17.635825,173.831903
17900,19,17.636822,173.938901
17910,18,17.637525,174.043015
17920,13,17.636527,174.130335
17930,15,17.634521,174.015941
17940,14,17.632834,174.096334
17950,12,17.630284,174.168184
17960,11,17.627053,174.137441
17970,7,17.622012,174.184576
17980,6,17.615874,174.220797
17990,3,17.609059,174.250255
18000,1,17.600268,174.164277
18010,0,17.590532,174.164644
18020,0,17.580771,174.164644
18030,0,17.571020,174.164644
18040,1,17.561285,174.068998
18050,1,17.552109,174.074492
18060,1,17.542944,174.079987
18070,0,17.533281,174.080437
18080,0,17.523584,174.080437
18090,0,17.514108,173.986936
18100,2,17.504847,173.800180
18110,0,17.496098,173.809286
18120,0,17.486442,173.809286
18130,1,17.477164,173.717643
18140,0,17.467631,173.718655
18150,0,17.458007,173.718655
18160,0,17.448394,173.718655
18170,0,17.438791,173.718655
18180,1,17.429351,173.624986
18190,1,17.420319,173.630466
18200,2,17.411685,173.544720
18210,1,17.403029,173.553754
18220,1,17.393874,173.462720
18230,3,17.385492,173.284593
18240,3,17.378020,173.210427
18250,4,17.370470,173.135486
18260,1,17.362518,173.056536
18270,0,17.353202,172.963994
18280,2,17.344674,172.785092
18290,4,17.336758,172.424855
18300,0,17.328837,172.440301
18310,0,17.319471,172.347562
18320,0,17.310017,172.347562
18330,0,17.300574,172.347562
18340,2,17.291280,172.161826
18350,3,17.283190,172.081676
18360,3,17.275252,172.003047
18370,0,17.266003,172.004592
18380,0,17.256609,172.004592
18390,0,17.247225,172.004592
18400,0,17.237852,172.004592
18410,2,17.228925,171.822590
18420,1,17.220313,171.829991
18430,1,17.211512,171.835408
18440,4,17.203337,171.568159
18450,5,17.196517,171.500401
18460,6,17.190191,171.437563
18470,6,17.184769,171.291251
18480,7,17.178726,171.139011
18490,7,17.173221,171.176747
18500,8,17.167799,171.122994
18510,7,17.162320,171.160848
18520,6,17.156233,171.100398
18530,7,17.150502,170.951477
18540,10,17.145684,170.628541
18550,11,17.142509,170.505920
18560,12,17.139238,170.473878
18570,11,17.136371,170.537201
18580,11,17.133401,170.508079
18590,10,17.129666,170.562658
18600,9,17.126156,170.436867
18610,9,17.121790,170.485021
18620,7,17.116924,170.528161
18630,8,17.111946,170.478905
18640,8,17.107322,170.433181
18650,9,17.103195,170.210554
18660,9,17.098852,170.258580
18670,10,17.095025,170.220866
18680,9,17.090936,170.271302
18690,13,17.087177,169.962395
18700,13,17.084777,169.939001
18710,14,17.083042,169.922231
18720,13,17.080977,169.902170
18730,14,17.079624,169.799018
18740,14,17.077980,169.873327
18750,13,17.076114,169.945403
18760,15,17.074787,169.842523
18770,17,17.073861,169.743837
18780,17,17.073916,169.744914
18790,18,17.074311,169.569927
18800,20,17.075320,169.491029
18810,21,17.076970,169.508073
18820,20,17.078739,169.526305
18830,20,17.080273,169.542196
18840,20,17.081811,169.558123
18850,22,17.083735,169.399479
18860,23,17.086848,169.431101
18870,22,17.089691,169.549142
18880,21,17.092232,169.575059
18890,18,17.094030,169.682726
18900,17,17.094210,169.685177
18910,18,17.094596,169.689669
18920,17,17.094662,169.780054
18930,16,17.094287,169.866066
18940,18,17.094404,169.778715
18950,19,17.094998,169.696288
18960,18,17.095529,169.702212
18970,17,17.095810,169.794506
18980,19,17.096228,169.621746
18990,17,17.096444,169.713261
19000,18,17.096809,169.717543
19010,18,17.097284,169.811587
19020,20,17.098625,169.736871
19030,20,17.100149,169.841255
19040,19,17.101430,169.854577
19050,21,17.103224,169.784477
19060,19,17.105234,169.805085
19070,17,17.105058,169.803986
19080,17,17.105003,169.892481
19090,16,17.104878,169.980280
19100,15,17.103865,169.970766
19110,15,17.103121,169.963932
19120,14,17.101419,169.947572
19130,13,17.099692,170.019284
19140,13,17.097550,170.086851
19150,11,17.094952,170.061467
19160,14,17.092634,169.774430
19170,13,17.090526,169.842084
19180,12,17.088110,169.906662
19190,13,17.085768,169.883881
19200,11,17.082949,169.944361
19210,9,17.079435,169.997901
19220,8,17.075207,169.956227
19230,7,17.070292,169.995705
19240,9,17.065751,169.862938
19250,9,17.061078,169.729067
19260,9,17.056976,169.688722
19270,8,17.052366,169.730932
19280,9,17.047958,169.687466
19290,6,17.043114,169.727238
19300,7,17.037718,169.673864
19310,7,17.032519,169.709984
19320,7,17.027327,169.746103
19330,4,17.021239,169.773250
19340,6,17.015045,169.536823
19350,5,17.009111,169.478010
19360,5,17.002908,169.503757
19370,5,16.996758,169.442719
19380,5,16.990652,169.295033
19390,6,16.984469,169.233741
19400,8,16.979693,169.012846
19410,8,16.974870,168.965243
19420,9,16.970469,168.921836
19430,9,16.966290,168.794168
19440,7,16.961599,168.834347
19450,7,16.956119,168.780205
19460,6,16.951002,168.816014
19470,5,16.945038,168.756972
19480,5,16.938978,168.696976
19490,7,16.933628,168.557925
19500,7,16.928534,168.593676
19510,7,16.923846,168.547339
19520,8,16.918902,168.498453
19530,10,16.915216,168.119170
19540,10,16.911670,168.084448
19550,12,16.908831,167.886055
19560,10,16.906073,167.944533
19570,10,16.902544,167.995320
19580,11,16.899689,167.882252
19590,11,16.896844,167.854552
19600,11,16.893836,167.910333
19610,11,16.890830,167.966114
19620,11,16.887828,168.021895
19630,11,16.884828,168.077676
19640,11,16.881598,168.045912
19650,13,16.878895,167.934321
19660,12,16.876779,167.913706
19670,11,16.873764,167.884139
19680,10,16.870664,167.853725
19690,10,16.867345,167.821131
19700,11,16.864215,167.790417
19710,13,16.861619,167.595818
19720,12,16.859204,167.656837
19730,10,16.856283,167.628260
19740,11,16.853517,167.516834
19750,12,16.851475,167.328619
19760,12,16.849019,167.388951
19770,13,16.846577,167.365238
19780,10,16.843879,167.423076
19790,10,16.840495,167.389952
19800,13,16.838349,167.117444
19810,13,16.836499,167.099719
19820,12,16.834040,167.075954
19830,12,16.831603,167.136044
19840,12,16.829167,167.196134
19850,14,16.827150,167.093013
19860,13,16.825432,167.160116
19870,12,16.823275,167.139240
19880,12,16.820835,167.115544
19890,11,16.818025,167.088166
19900,11,16.815101,167.143111
19910,13,16.812543,167.034791
19920,15,16.810894,166.852518
19930,14,16.809659,166.924018
19940,13,16.808046,166.991749
19950,12,16.805864,167.053808
19960,11,16.802973,167.025564
19970,9,16.799989,166.996405
19980,10,16.796165,166.875870
19990,10,16.792979,166.844760
20000,13,16.790799,166.658059
20010,11,16.788533,166.636181
20020,11,16.785641,166.690745
20030,12,16.783189,166.666966
20040,12,16.780802,166.726460
20050,14,16.778478,166.621336
20060,12,16.776452,166.684317
20070,11,16.773768,166.658177
20080,9,16.770442,166.625671
20090,10,16.767011,166.592114
20100,10,16.763610,166.558851
20110,11,16.760491,166.446156
20120,12,16.757813,166.420137
20130,11,16.755435,166.479225
20140,10,16.752939,166.454950
20150,11,16.749426,166.338554
20160,10,16.746101,166.224227
20170,10,16.742482,166.025497
20180,12,16.739336,165.913459
20190,12,16.737256,165.893566
20200,11,16.734856,165.951934
20210,11,16.731998,165.924281
20220,13,16.730345,165.745999
20230,13,16.728501,165.809693
20240,14,16.726929,165.794833
20250,14,16.725456,165.780950
20260,15,16.724315,165.689299
20270,15,16.723245,165.598523
20280,18,16.723101,165.436340
20290,18,16.723734,165.443477
20300,17,16.723671,165.443724
20310,16,16.723631,165.524823
20320,19,16.723872,165.366949
20330,21,16.725809,165.306610
20340,22,16.728268,165.331863
20350,21,16.730878,165.358603
20360,21,16.732975,165.460595
20370,20,16.734492,165.476509
20380,21,16.736196,165.494266
20390,22,16.738345,165.516421
20400,23,16.740940,165.542985
20410,26,16.744890,165.422656
20420,26,16.749422,165.548503
20430,28,16.754034,165.514947
20440,29,16.759868,165.573559
20450,29,16.765853,165.713723
20460,27,16.771527,165.770747
20470,29,16.776964,165.745389
20480,31,16.783678,165.732755
20490,31,16.790617,165.882225
20500,29,16.797411,166.030336
20510,30,16.803197,165.848689
20520,31,16.810011,165.916993
20530,30,16.816827,166.065155
20540,30,16.823245,166.209456
20550,29,16.829583,166.353023
20560,28,16.835504,166.412482
20570,28,16.840932,166.547098
20580,28,16.846354,166.681713
20590,28,16.851515,166.733637
20600,25,16.855970,166.858709
20610,26,16.860566,166.744851
20620,27,16.865366,166.793216
20630,30,16.870952,166.689527
20640,29,16.876945,166.829568
20650,26,16.881542,166.955865
20660,24,16.885346,167.074350
20670,21,16.887858,167.180084
20680,23,16.890268,167.044830
20690,21,16.893106,167.153685
20700,19,16.894670,167.249958
20710,19,16.895686,167.340823
20720,19,16.896702,167.431689
20730,18,16.897679,167.522183
20740,20,16.898959,167.455521
20750,20,16.900453,167.551078
20760,19,16.901525,167.642460
20770,20,16.902822,167.655971
20780,20,16.904312,167.751482
20790,20,16.906269,167.611506
20800,23,16.908645,167.476104
20810,22,16.911395,167.583874
20820,23,16.914205,167.453044
20830,23,16.917046,167.402408
20840,24,16.920399,167.436424
20850,19,16.922298,167.535570
20860,19,16.923294,167.625788
20870,21,16.924163,167.476192
20880,21,16.926115,167.575765
20890,21,16.928066,167.675338
20900,22,16.930339,167.619175
20910,22,16.932763,167.723391
20920,24,16.935475,167.671622
20930,26,16.939345,167.631443
20940,27,16.943708,167.675447
20950,26,16.948179,167.799791
20960,25,16.952067,167.918399
20970,26,16.955950,167.957617
20980,26,16.960261,168.080433
20990,26,16.964789,168.046683
21000,25,16.968703,168.165537
21010,27,16.973105,168.130571
21020,28,16.978960,168.030947
21030,30,16.984266,167.926239
21040,30,16.990452,168.067283
21050,32,16.997104,168.054970
21060,32,17.004374,168.127752
21070,33,17.011496,168.199075
21080,33,17.019081,168.353932
21090,34,17.027121,168.434327
21100,33,17.035113,168.514249
21110,32,17.042659,168.668786
21120,31,17.049585,168.817274
21130,31,17.056390,168.885438
21140,31,17.062628,168.947989
21150,29,17.068460,168.927433
21160,30,17.074167,168.984739
21170,30,17.080273,169.125057
21180,31,17.086827,169.111684
21190,32,17.093583,169.100383
21200,35,17.101307,168.941149
21210,32,17.108743,169.015572
21220,31,17.115068,169.079022
21230,28,17.120394,169.211346
21240,29,17.125784,169.265543
21250,29,17.131043,169.318450
21260,28,17.136221,169.449327
21270,27,17.141100,169.577301
21280,27,17.145733,169.702882
21290,29,17.151010,169.677049
21300,30,17.156696,169.734149
21310,32,17.162855,169.638428
21320,33,17.169835,169.708337
21330,32,17.176813,169.856942
21340,32,17.183759,170.005297
21350,30,17.190222,170.070083
21360,28,17.195617,170.203139
21370,26,17.200351,170.329703
21380,27,17.204704,170.373589
21390,24,17.208442,170.411380
21400,22,17.211064,170.517024
21410,22,17.213430,170.541205
21420,23,17.215888,170.566291
21430,24,17.218694,170.515998
21440,25,17.221752,170.468314
21450,25,17.225378,170.583734
21460,25,17.229001,170.699154
21470,23,17.231863,170.807061
21480,25,17.235162,170.761656
21490,26,17.238900,170.799433
21500,26,17.242975,170.919304
21510,26,17.247046,171.039175
21520,28,17.251624,170.849034
21530,28,17.256858,170.901636
21540,28,17.262182,170.876560
21550,29,17.267344,170.771580
21560,28,17.272362,170.900466
21570,29,17.277442,170.873191
21580,29,17.283013,170.929153
21590,30,17.288688,170.907859
21600,31,17.294605,170.967258
21610,31,17.301027,171.031651
21620,31,17.307363,171.173462
21630,30,17.313579,171.235807
21640,30,17.319441,171.372982
21650,32,17.326045,171.360836
21660,31,17.332429,171.503157
21670,34,17.339415,171.416573
21680,34,17.347176,171.494199
21690,35,17.355015,171.572596
21700,31,17.362412,171.724862
21710,32,17.369023,171.634728
21720,31,17.375451,171.699179
21730,28,17.380529,171.750296
21740,29,17.385546,171.800804
21750,28,17.390672,171.930505
21760,27,17.395431,172.056623
21770,28,17.400151,172.104175
21780,28,17.405058,172.153576
21790,29,17.410161,172.204902
21800,27,17.415630,172.259856
21810,28,17.420450,172.308396
21820,29,17.425617,172.360366
21830,30,17.430984,172.414309
21840,30,17.436739,172.550240
21850,31,17.442847,172.611506
21860,30,17.448936,172.750787
21870,30,17.454675,172.886656
21880,31,17.460824,172.948313
21890,32,17.467163,173.011853
21900,32,17.473904,173.001126
21910,34,17.480752,172.913446
21920,32,17.488114,173.065215
21930,31,17.494512,173.207517
21940,34,17.501352,173.119778
21950,34,17.508869,173.273069
21960,35,17.516421,173.348632
21970,34,17.524019,173.502792
21980,34,17.531515,173.656014
21990,33,17.539043,173.731332
22000,36,17.547170,173.656203
22010,34,17.554915,173.733669
22020,33,17.562081,173.883556
22030,32,17.568985,174.030913
22040,31,17.575260,174.172096
22050,32,17.581648,174.236106
22060,33,17.588569,174.305409
22070,32,17.595098,174.370821
22080,32,17.601993,174.439862
22090,31,17.608309,174.581485
22100,29,17.613867,174.637267
22110,29,17.619015,174.688976
22120,28,17.623833,174.815781
22130,26,17.628027,174.936425
22140,27,17.632004,174.976500
22150,26,17.636158,175.018324
22160,21,17.638696,175.122542
22170,25,17.640558,174.828418
22180,24,17.643554,174.936978
22190,26,17.646957,174.893243
22200,26,17.650587,174.851862
22210,27,17.654502,174.891386
22220,28,17.658968,174.858405
22230,29,17.663657,174.827734
22240,28,17.668375,174.953097
22250,31,17.673702,174.850985
22260,31,17.679688,174.988824
22270,30,17.685395,175.046108
22280,31,17.691172,175.104097
22290,30,17.697122,175.241607
22300,34,17.703870,175.075960
22310,33,17.711129,175.071015
22320,32,17.717631,175.213791
22330,32,17.724027,175.355572
22340,31,17.730151,175.416995
22350,31,17.736146,175.399497
22360,31,17.742270,175.460924
22370,33,17.748917,175.449969
22380,34,17.755916,175.520055
22390,34,17.763091,175.591877
22400,30,17.768933,175.728084
22410,31,17.774342,175.704897
22420,34,17.781057,175.617314
22430,36,17.788523,175.614693
22440,36,17.796664,175.696061
22450,36,17.804773,175.854442
22460,35,17.812762,176.011721
22470,36,17.820640,176.013094
22480,35,17.828645,176.170525
22490,35,17.836100,176.245119
22500,36,17.844076,176.324866
22510,37,17.852581,176.409831
22520,38,17.861359,176.497496
22530,37,17.869859,176.659905
22540,38,17.878702,176.748218
22550,39,17.888082,176.764354
22560,38,17.897360,176.856963
22570,40,17.906532,176.793714
22580,41,17.916544,176.893558
22590,39,17.926202,177.067293
22600,38,17.935181,177.156947
22610,38,17.944055,177.323031
22620,39,17.952964,177.411989
22630,39,17.962264,177.582369
22640,40,17.971978,177.679293
22650,39,17.981528,177.852231
22660,42,17.991128,177.792830
22670,40,18.001079,177.892089
22680,43,18.011381,177.685130
22690,43,18.022394,177.872168
22700,43,18.033814,177.908553
22710,45,18.044989,177.942558
22720,44,18.056676,178.136200
22730,44,18.068089,178.327255
22740,44,18.079493,178.518310
22750,42,18.090375,178.704312
22760,46,18.101632,178.583937
22770,46,18.114207,178.709050
22780,45,18.126431,178.908185
22790,44,18.137889,179.099861
22800,43,18.149293,179.213456
22810,42,18.159764,179.395505
22820,43,18.170561,179.503114
22830,43,18.181436,179.689262
22840,43,18.192536,179.799875
22850,43,18.202951,179.825951
22860,44,18.214214,179.938169
22870,44,18.225361,180.049245
22880,42,18.236314,180.236225
22890,42,18.246791,180.340697
22900,42,18.257164,180.522044
22910,41,18.267237,180.700518
22920,40,18.276788,180.873917
22930,41,18.286286,180.968727
22940,41,18.296187,181.145680
22950,43,18.306470,181.170106
22960,40,18.316202,181.345408
22970,41,18.325869,181.441896
22980,43,18.336210,181.388768
22990,41,18.346619,181.570717
23000,43,18.356766,181.593818
23010,44,18.367850,181.704314
23020,44,18.378985,181.893480
23030,44,18.390336,182.006635
23040,44,18.401670,182.119616
23050,42,18.412380,182.304710
23060,44,18.423270,182.335024
23070,44,18.434357,182.523866
23080,44,18.445181,182.631827
23090,46,18.456536,182.588440
23100,45,18.468261,182.783558
23110,42,18.479365,182.972635
23120,43,18.490201,182.924022
23130,45,18.500936,182.874637
23140,48,18.513147,182.840046
23150,47,18.525633,182.964340
23160,48,18.538305,183.090464
23170,46,18.550560,183.290607
23180,45,18.562121,183.483990
23190,46,18.573901,183.601345
23200,48,18.586032,183.565753
23210,46,18.598140,183.686314
23220,45,18.609870,183.881354
23230,44,18.620925,184.069820
23240,43,18.631450,184.174779
23250,42,18.641764,184.356024
23260,45,18.652379,184.305159
23270,44,18.663478,184.415763
23280,45,18.674548,184.447801
23290,47,18.685835,184.403856
23300,46,18.697809,184.601247
23310,48,18.709700,184.563314
23320,45,18.721230,184.756279
23330,43,18.732161,184.943425
23340,43,18.742841,184.971636
23350,43,18.753230,185.153455
23360,43,18.763791,185.258729
23370,42,18.773805,185.436951
23380,43,18.783709,185.457397
23390,42,18.793701,185.557059
23400,42,18.803618,185.734349
23410,43,18.813750,185.835399
23420,40,18.823408,185.853377
23430,39,18.832306,185.942238
23440,39,18.841073,186.029801
23450,39,18.849803,186.117005
23460,39,18.858392,186.281216
23470,40,18.867388,186.214300
23480,42,18.876809,186.151816
23490,43,18.886770,186.172982
23500,43,18.897031,186.353427
23510,42,18.907161,186.532675
23520,42,18.916927,186.630088
23530,39,18.926318,186.802123
23540,39,18.934853,186.809072
23550,38,18.943205,186.970863
23560,36,18.950740,187.046266
23570,36,18.957643,187.115427
23580,34,18.964513,187.262655
23590,35,18.971169,187.250993
23600,37,18.978357,187.244656
23610,37,18.986136,187.322474
23620,37,18.993763,187.477092
23630,37,19.001157,187.551098
23640,37,19.008685,187.626438
23650,37,19.016200,187.623332
23660,36,19.023740,187.698787
23670,36,19.031175,187.773205
23680,35,19.038172,187.921597
23690,31,19.044291,188.061382
23700,30,19.049281,188.190065
23710,31,19.054050,188.159732
23720,30,19.058687,188.284907
23730,30,19.063298,188.409855
23740,29,19.067534,188.531138
23750,29,19.071716,188.651921
23760,28,19.075691,188.692097
23770,26,19.079058,188.804837
23780,26,19.082175,188.836507
23790,25,19.084631,188.783109
23800,28,19.087745,188.579633
23810,29,19.091690,188.463160
23820,27,19.095587,188.502646
23830,26,19.098430,188.531723
23840,27,19.101510,188.407120
23850,26,19.104950,188.442126
23860,26,19.107840,188.549653
23870,25,19.110569,188.655620
23880,26,19.113380,188.606411
23890,27,19.116663,188.639849
23900,26,19.119918,188.673014
23910,27,19.123137,188.705820
23920,27,19.126430,188.817253
23930,22,19.128812,188.919715
23940,22,19.130098,188.933393
23950,22,19.131313,188.946369
23960,22,19.132459,188.958660
23970,22,19.133655,189.049344
23980,23,19.134788,188.983618
23990,24,19.137151,188.930148
24000,24,19.139271,188.952076
24010,25,19.141522,188.975302
24020,25,19.144317,189.003902
24030,26,19.147067,189.032055
24040,25,19.149637,189.136099
24050,25,19.152283,189.163207
24060,26,19.154945,189.112832
24070,27,19.157980,189.066244
24080,28,19.161444,189.101465
24090,28,19.165113,189.216219
24100,30,19.169307,189.181125
24110,31,19.173870,189.149752
24120,32,19.178977,189.201200
24130,32,19.184291,189.332079
24140,31,19.189507,189.307190
24150,32,19.194429,189.279482
24160,34,19.200160,189.259838
24170,32,19.205903,189.394805
24180,33,19.211220,189.448326
24190,33,19.216738,189.503828
24200,34,19.222456,189.561302
24210,35,19.228828,189.625223
24220,34,19.235031,189.687480
24230,33,19.240886,189.823561
24240,31,19.246289,189.877921
24250,31,19.250906,189.924519
24260,30,19.255673,190.049892
24270,30,19.259986,190.093477
24280,32,19.265146,189.990964
24290,35,19.271176,189.897310
24300,35,19.277649,190.039298
24310,37,19.284506,190.030948
24320,37,19.291567,190.024674
24330,36,19.298506,190.171181
24340,36,19.305368,190.316989
24350,36,19.312224,190.462797
24360,37,19.319077,190.531468
24370,37,19.326388,190.604640
24380,36,19.333113,190.672041
24390,36,19.340273,190.743733
24400,37,19.347034,190.734399
24410,38,19.354062,190.727757
24420,39,19.361936,190.729514
24430,38,19.369916,190.886263
24440,37,19.377416,191.038343
24450,39,19.385119,191.038354
24460,42,19.393723,190.970399
24470,43,19.403289,191.065789
24480,44,19.413054,191.163134
24490,42,19.422981,191.262081
24500,42,19.432476,191.279898
24510,42,19.441765,191.372553
24520,43,19.451242,191.467062
24530,44,19.460996,191.564302
24540,44,19.471057,191.587706
24550,44,19.481048,191.764129
24560,43,19.490901,191.785466
24570,44,19.500844,191.884557
24580,44,19.510811,192.060768
24590,45,19.521132,192.163583
24600,44,19.531378,192.342636
24610,44,19.541321,192.518777
24620,44,19.551255,192.694918
24630,47,19.562088,192.648633
24640,47,19.573425,192.684454
24650,46,19.584452,192.871248
24660,45,19.594921,192.975542
24670,45,19.605219,193.155255
24680,46,19.615792,193.106400
24690,47,19.626860,193.216573
24700,46,19.637808,193.402655
24710,45,19.648304,193.584366
24720,43,19.658090,193.759167
24730,47,19.667940,193.625861
24740,49,19.679257,193.661423
24750,49,19.690920,193.700422
24760,50,19.703008,193.743636
24770,52,19.715578,193.791615
24780,52,19.728607,193.997964
24790,53,19.741650,194.050552
24800,50,19.754766,194.180814
24810,49,19.766442,194.219975
24820,49,19.777942,194.334327
24830,50,19.789989,194.454067
24840,51,19.802706,194.503445
24850,51,19.815479,194.630297
24860,55,19.828996,194.533876
24870,57,19.843565,194.601524
24880,56,19.858338,194.747912
24890,56,19.872859,194.968645
24900,54,19.886816,195.183965
24910,54,19.900403,195.318775
24920,56,19.914454,195.381180
24930,56,19.928929,195.601652
24940,55,19.943056,195.818830
24950,54,19.956848,195.955668
24960,56,19.970945,196.018395
24970,55,19.985125,196.236168
24980,57,19.999626,196.302811
24990,57,20.014497,196.450226
25000,57,20.029611,196.600031
25010,57,20.044393,196.823824
25020,57,20.059164,197.047616
25030,55,20.073532,197.267575
25040,54,20.087377,197.482499
25050,54,20.100915,197.694513
25060,55,20.114643,197.753215
25070,54,20.128393,197.967369
25080,54,20.141899,198.179217
25090,57,20.156174,198.010337
25100,56,20.170772,198.155134
25110,56,20.185040,198.374312
25120,56,20.199298,198.593490
25130,56,20.213580,198.735234
25140,56,20.227815,198.954326
25150,54,20.241632,199.169420
25160,56,20.255196,199.148392
25170,58,20.269784,199.215335
25180,59,20.284785,199.364127
25190,58,20.299786,199.590791
25200,58,20.314632,199.738094
25210,58,20.329507,199.885678
25220,59,20.344643,200.035828
25230,62,20.360526,200.037412
25240,65,20.377653,200.051322
25250,65,20.395263,200.225659
25260,65,20.412938,200.400629
25270,66,20.430808,200.577510
25280,66,20.448833,200.833920
25290,67,20.467038,201.014128
25300,68,20.485586,201.119645
25310,67,20.504227,201.382220
25320,69,20.522839,201.488284
25330,68,20.541884,201.754909
25340,67,20.560338,201.937582
25350,67,20.578657,202.197272
25360,66,20.596765,202.376578
25370,68,20.614878,202.477533
25380,68,20.633667,202.585094
25390,69,20.652453,202.770994
25400,70,20.671875,202.963130
25410,70,20.691288,203.233714
25420,68,20.710285,203.343162
25430,67,20.728563,203.602687
25440,67,20.747009,203.785296
25450,65,20.764911,203.962561
25460,64,20.781926,204.209897
25470,62,20.798728,204.455272
25480,64,20.815467,204.542271
25490,65,20.832728,204.713277
25500,64,20.849752,204.881958
25510,65,20.867033,205.053160
25520,65,20.884192,205.223169
25530,66,20.901486,205.394508
25540,66,20.919193,205.569905
25550,62,20.935932,205.814950
25560,62,20.952232,205.976562
25570,61,20.968441,206.137266
25580,62,20.984313,206.294663
25590,68,21.001469,205.989880
25600,71,21.020382,206.019063
25610,70,21.039708,206.289023
